Class,Mean Error,Median Error,Mean Confidence,Missed Detections,Extra Detections
215.0,7.968480121521723,5.861260890960693,0.8366712189856029,0.0,0.0
216.0,9.395640240775215,7.413747787475586,0.8644046386082967,0.0,0.0
217.0,12.197032961580488,9.724202632904053,0.8882403059138192,0.0,2.0
220.0,3.5631754442497536,2.567122220993042,0.9042345837310508,0.0,0.0
221.0,27.147286926375497,4.668135643005371,0.8807645413610671,0.0,0.0
222.0,10.567484840750694,7.57100510597229,0.8866729997098446,0.0,0.0
223.0,7.0599463284015656,6.475445508956909,0.7760937586426735,0.0,0.0
225.0,13.699921872753363,6.652699947357178,0.9186210288451269,0.0,0.0
226.0,9.54945856332779,9.514228582382202,0.792393147945404,0.0,0.0
229.0,4.9681645455183805,3.7359225749969482,0.9065559572643704,0.0,0.0
231.0,7.402869924902916,7.097083806991577,0.7898591458797455,0.0,0.0
234.0,5.822592030400815,5.980806827545166,0.8462227867997211,0.0,0.0
235.0,9.631057765748766,8.190721273422241,0.8864448550674651,0.0,0.0
236.0,6.438375561133675,5.683945655822754,0.85492625962133,0.0,0.0
237.0,7.803014749433936,7.773997783660889,0.8930542410873785,0.0,0.0
238.0,4.881542343359727,4.294484853744507,0.9031494064972951,0.0,0.0
239.0,6.449481695890427,5.288134336471558,0.8750885213032747,0.0,0.0
240.0,6.5007240513096685,6.330886363983154,0.9152298802914827,0.0,0.0
241.0,5.0785844459615905,4.394103050231934,0.8724262097786213,0.0,0.0
242.0,8.080042799313864,7.170962810516357,0.8052327897813585,0.0,0.0
244.0,8.911653738272818,7.2497968673706055,0.8739944570942929,0.0,0.0
245.0,10.129297043414827,9.668356895446777,0.8717611140393197,0.0,0.0
251.0,5.497343044728041,4.557766675949097,0.835113599896431,0.0,0.0
252.0,5.335129618644714,4.320304870605469,0.8843122539312943,0.0,0.0
255.0,7.643227274219195,7.46065354347229,0.8420399129390717,0.0,0.0
257.0,8.34015826668058,6.784054756164551,0.8939854396241051,0.0,0.0
260.0,5.642276893768992,5.70092511177063,0.8910987206867763,0.0,0.0
263.0,5.0345863699913025,4.443452835083008,0.9432801206906637,0.0,0.0
264.0,5.502937695154777,4.5865161418914795,0.9232336592215759,0.0,0.0
266.0,7.948197397589683,7.811405181884766,0.8489083856344223,0.0,0.0
267.0,9.61554225285848,7.592588186264038,0.8151423583428065,0.0,0.0
269.0,8.526051209523128,7.285529136657715,0.9012381938787607,0.0,0.0
270.0,7.268906384706497,6.443262577056885,0.8863201787074407,0.0,0.0
271.0,9.806857866399428,7.916868686676025,0.844848748515634,0.0,0.0
272.0,8.681267597458579,7.700567245483398,0.8511993153528734,0.0,0.0
273.0,4.412667272906554,4.644517421722412,0.9332615670404936,0.0,0.0
274.0,5.8395395291348295,5.034228563308716,0.856563842544953,0.0,0.0
277.0,7.161163557853017,6.721694707870483,0.8391397190945489,0.0,0.0
278.0,6.201659150421619,6.468888759613037,0.8324573487043381,0.0,0.0
281.0,6.609872390826543,6.223236322402954,0.9145121375719706,0.0,0.0
283.0,4.879063681415889,3.734616994857788,0.8508979989134747,0.0,0.0
285.0,6.2442248000039,5.617956876754761,0.8503411875830756,0.0,0.0
286.0,4.894149683672806,4.55678129196167,0.9129373842272265,0.0,1.0
288.0,8.113738154542856,7.020437240600586,0.868078443510779,0.0,0.0
290.0,7.863918844858805,7.465080261230469,0.8360366145769755,0.0,0.0
292.0,7.768803834915161,7.038903713226318,0.9231514149698717,0.0,0.0
294.0,8.87087269471242,7.759909152984619,0.9473358759513268,0.0,0.0
298.0,10.726097915853773,9.968589782714844,0.9142931635890689,0.0,0.0
302.0,9.714919924736023,9.05105209350586,0.9202744598899569,0.0,0.0
304.0,6.167581375302939,6.082170486450195,0.9487298089882423,0.0,0.0
309.0,10.085111088222927,9.50768756866455,0.7838274439175924,0.0,0.0
313.0,7.299491653442383,6.005762100219727,0.9105286478996277,0.0,0.0
314.0,11.757448508821685,9.676135063171387,0.920835149699244,0.0,0.0
317.0,11.200934605164962,7.169418573379517,0.8696421628648584,0.0,1.0
319.0,8.991541501014463,7.078052520751953,0.9331693245518592,0.0,0.0
320.0,8.008863720026882,7.745420455932617,0.9219576824795116,0.0,0.0
324.0,7.780046921855998,7.04745626449585,0.932820478700242,0.0,0.0
325.0,7.639684147522098,6.859432220458984,0.9071880197915875,0.0,0.0
326.0,7.114305030731928,5.81193208694458,0.816845641249702,0.0,0.0
327.0,6.504087878598107,3.858743190765381,0.9141457831418073,0.0,0.0
331.0,7.77018785902432,7.424600124359131,0.905002298099654,0.0,0.0
335.0,4.364449600378673,3.0443472862243652,0.9468919336795807,0.0,0.0
337.0,9.776103306234928,8.971864700317383,0.884884212100715,0.0,0.0
338.0,7.594740053703045,6.746495723724365,0.9344879429915856,0.0,0.0
339.0,8.972479489541822,8.928242683410645,0.8398532156021364,0.0,0.0
341.0,8.830622433423995,7.056158542633057,0.878185863494873,0.0,0.0
351.0,5.4578742969036105,4.452300071716309,0.9277196764945984,0.0,0.0
352.0,9.938140935368008,8.252861976623535,0.9202588333023919,0.0,0.0
355.0,5.385662347078323,4.168088674545288,0.9286340748270353,0.0,0.0
360.0,10.62612325615353,8.564935684204102,0.917598651515113,0.0,0.0
361.0,11.06303308904171,9.732348918914795,0.927670806646347,0.0,0.0
362.0,8.67317907512188,5.736500263214111,0.9433317950793675,0.0,0.0
367.0,10.649308469560411,9.806883811950684,0.8884220520655314,0.0,0.0
369.0,11.573317399150447,9.910215854644775,0.8493776901772148,0.0,25.0
371.0,8.730995770158438,7.0048322677612305,0.9182711962995858,0.0,0.0
376.0,7.098925950198338,6.672677040100098,0.8995522240112568,0.0,0.0
378.0,9.65389554588883,8.486299514770508,0.830841808407395,0.0,0.0
381.0,9.345511263608932,9.169983386993408,0.8586816549301147,0.0,0.0
383.0,6.73389886271569,6.660890579223633,0.9166890748085514,0.0,0.0
392.0,9.504979454952737,6.525828838348389,0.9108021725778994,0.0,0.0
394.0,8.417969961961111,7.087197542190552,0.8034964104493459,0.0,0.0
395.0,6.653192062377929,5.457911014556885,0.9303106021881103,0.0,0.0
396.0,7.480986917018891,6.3725457191467285,0.9263582189877828,0.0,0.0
399.0,6.3092084932327275,5.341128826141357,0.8472654008865357,0.0,0.0
403.0,10.045086711645126,8.423445701599121,0.9427381306886673,0.0,0.0
410.0,9.606015029706453,9.338306427001953,0.844711604871248,0.0,1.0
412.0,7.561109277385253,7.977239608764648,0.8941408461994595,0.0,0.0
415.0,8.900425886285715,5.726842403411865,0.9638662297150185,0.0,0.0
423.0,10.946881986131855,9.36287784576416,0.9125638580789753,0.0,0.0
427.0,7.952324061166673,5.100540637969971,0.8578095748310998,0.0,0.0
432.0,9.175759140402079,7.744859218597412,0.9317714460194111,0.0,0.0
435.0,8.08927321434021,7.29623556137085,0.8700195367519672,0.0,0.0
451.0,7.325575525110418,6.796689748764038,0.946358011527495,0.0,0.0
457.0,9.516378402709961,9.516378402709961,0.7499709725379944,0.0,0.0
459.0,7.420888727903366,6.325042247772217,0.8035317420959472,0.0,0.0
473.0,4.279829025268555,4.279829025268555,0.745574951171875,0.0,0.0
479.0,8.933076879252559,8.323734283447266,0.8563971700875656,0.0,0.0
